Name,id_Number,gender,height_cm,weight_kg
Florentina Heidelberg,87215201607085752,Female,201,52
Florentina Heidelberg,19710199006075203,Female,213,60
Florentino Madeiros,91694195105312858,Male,179,92
Florentino Madeiros,25324198612272008,Female,155,63
Florentino Torres,62122193309049729,Male,151,66
Floretta Sorrells,13821198802213308,Male,207,62
Florida Manning,17813193907017778,Female,155,68
Florine Altmann,15433198610122607,Male,159,65
Florine Jones,66220200307087913,Female,174,107
Flossie Collinson,12896200409241823,Male,152,69
Flossie Collinson,39904194406308692,Female,200,113
Flossie Moran,31460192607068568,Male,180,49
Flossie Moran,54678200907101649,Female,162,108
Flossie Torbus,27485194912116918,Female,160,109
Floy Kozel,21608194710202479,Female,152,66
Floyd Allen,48259201803225936,Female,156,100
Floyd Bodnar,10863201209044080,Male,155,72
Floyd Candler,42833197111018420,Male,203,66
Floyd Elmendorf,29396194512034126,Male,203,84
Floyd Huffman,31850198802226179,Male,217,102
Floyd Monroe,27329201904302401,Male,214,96
Floyd Sonnier,77155193704122019,Female,151,117
Floyd Tavarez,17913197106046650,Female,175,86
Floyd Tavarez,66334196312165906,Female,187,71
Forrest Campbell,95896198904197917,Male,169,94
Forrest Patterson,67764201111106188,Female,161,63
Forrest Reese,67560199109274560,Female,193,87
Forrest Seaman,44407194602186548,Female,185,82
Fran Tilley,29042198201042660,Male,193,45
Frances Bates,16268194704104595,Female,201,99
Frances Bates,84453195909213743,Female,150,112
Frances Benigni,16596194806063735,Male,175,60
Frances Chapman,98027198011086775,Female,192,55
Frances Chapman,81580198207234651,Male,159,98
Frances Conklin,48731193101054293,Female,190,108
Frances Dardar,75120193803088093,Female,212,73
Frances Dardar,64683201002275425,Female,164,55
Frances Dial,56106197003129410,Female,202,54
Frances Dryer,62623200201095670,Male,205,112
Frances Dryer,28815192505093542,Male,167,91
Frances England,71221195910086760,Female,205,77
Frances Evans,41336193506055888,Male,212,97
Frances Harris,97177193606294658,Female,184,111
Frances Harris,26826199104041795,Male,157,73
Frances Heppner,53779198903192437,Male,165,119
Frances Heppner,31042200204049236,Female,153,99
Frances Holt,31179193907305885,Female,150,98
Frances Hudson,61065197608074653,Female,161,92
Frances Huelse,83364192208269253,Male,154,52
Frances Jones,56986199711217888,Female,164,118
Frances Keil,59485200810032894,Female,151,56
Frances Krueger,91585197609038609,Female,172,87
Frances Montes,96187194709262980,Female,216,82
Frances Moyers,49361194604147623,Female,187,55
Frances Perez,89326193212254096,Male,217,85
Frances Schippers,70409192101029649,Female,180,81
Frances Schippers,98272199108135796,Male,193,55
Frances Street,22771198408102951,Female,173,63
Frances Street,84613198309296982,Female,186,100
Frances Towns,14779198410123502,Female,196,102
Frances Vanwagoner,86167198911146649,Male,216,61
Frances Vanwagoner,58586197802238346,Female,175,61
Frances Warrick,75160195609143728,Female,172,66
Frances Williams,89271199603211015,Female,151,111
Frances Zimmerman,98368201101112426,Male,195,96
Francine Lancaster,73850200603287998,Female,159,115
Francine Milton,90808197712133893,Female,151,83
Francine Milton,97153198411278034,Female,190,90
Francis Asbury,29240198310194896,Male,202,88
Francis Bond,10195196810048964,Female,162,80
Francis Brayman,73959196607254396,Male,181,83
Francis Brubaker,92138196807055033,Female,214,119
Francis Byrd,20145200811206887,Male,186,119
Francis Chavez,58967193701164667,Male,190,71
Francis Claus,74794201509058772,Female,201,95
Francis Cramer,33557197005078776,Female,155,58
Francis Cramer,46947197911182825,Male,193,67
Francis Dardy,38019195810235575,Female,210,118
Francis Earles,32359197005104704,Female,169,63
Francis Elliot,29503198101173161,Female,153,68
Francis Genet,34438197106227201,Female,167,58
Francis Gilbert,64209195102189000,Male,164,79
Francis Gutierrez,79102192806308574,Male,195,113
Francis Howard,69096201006161798,Male,188,80
Francis Jones,68272193610151953,Male,194,103
Francis Lopez,84442198701137890,Female,169,112
Francis Meadows,54161196809216487,Female,219,94
Francis Meyers,50080201002282500,Female,159,117
Francis Meyers,72293193612211887,Male,152,112
Francis Mills,60448200906158076,Female,178,85
Francis Murray,91940198209257755,Female,180,80
Francis Pepper,93780197612284380,Female,205,118
Francis Pepper,63814201807269564,Male,171,77
Francis Smith,35557194103275740,Male,200,74
Francis Smith,40298193106241240,Female,188,67
Francis Sutton,36311201004293951,Male,183,100
Francis Taylor,54546196512084806,Male,158,103
Francis Taylor,39555201911116579,Male,202,61
Francis Wood,55356200211104415,Male,188,46
Francis Wood,36544200604188209,Male,210,51
Francisca Largent,38142200211123819,Female,156,80
Francisca Potter,88753198207072182,Male,207,106
Francisco Daigle,21613197806133406,Female,217,74
Francisco Dino,15482200304105363,Male,196,70
Francisco Fritts,73694198006195117,Female,163,90
Francisco Gonzalez,78965194707267781,Male,168,68
Francisco Hardcastle,57240200810269472,Male,190,68
Francisco Meyer,63289197805233005,Female,211,64
Francisco Puryear,75305199105054268,Male,161,56
Francisco Sandiford,89469193706075536,Male,169,100
Francisco Sandiford,54681200112059148,Male,160,74
Francisco Valentine,75290198106287775,Male,219,80
Francisco Vetter,74724193707061082,Male,204,77
Frank Aldrich,23757194109282272,Female,202,94
Frank Anderson,49338198501298222,Female,174,112
Frank Anderson,38477199201233439,Female,168,111
Frank Baker,64838196211031135,Male,152,77
Frank Berry,30442199010288259,Male,214,112
Frank Boss,53997196110244533,Male,219,66
Frank Brenton,84083200201057303,Female,174,79
Frank Cheung,97399199405079668,Male,208,45
Frank Cheung,97435193904272234,Male,155,99
Frank Copeland,43468196403231555,Male,204,85
Frank Dinan,13550194204141037,Female,166,77
Frank Doran,78719200606217372,Male,184,84
Frank Edmonds,79752195003204445,Female,192,52
Frank Edmonds,39256199706023647,Male,207,119
Frank Foersterling,63099194603083659,Female,209,104
Frank Garza,33797197001215994,Male,163,81
Frank Garza,68176197909266731,Male,198,67
Frank Gaytan,31633193210287346,Male,217,87
Frank Gaytan,68010199108112882,Female,171,118
Frank Harrington,97234201806112858,Male,204,48
Frank Harrington,78173194101186817,Male,198,84
Frank Hawkes,14204201311198332,Female,171,98
Frank Horn,93753198607176579,Male,177,46
Frank Houle,28668192406275356,Female,198,69
Frank Hunt,60351194204102695,Male,166,84
Frank Hunt,78290194908204339,Male,219,61
Frank Hyde,34080193304243136,Female,208,85
Frank Hyde,36720197806267389,Female,154,107
Frank Jenkins,22075198309296015,Female,159,82
Frank Kelley,92647197510204672,Female,200,52
Frank Kemp,64349194903013852,Male,188,116
Frank Lowin,39124201210273497,Male,177,103
Frank Mabe,29016201103265272,Female,200,71
Frank Mccormick,84761197008125133,Male,187,110
Frank Mceachran,86681200202282454,Female,151,55
Frank Mceachran,99373196709127392,Female,187,117
Frank Mcknight,69689195501272647,Female,158,63
Frank Moseley,82431193111097820,Male,158,106
Frank Murdock,96884197001228828,Male,199,96
Frank Murphy,55070196106207275,Male,170,110
Frank Murray,29339195505318367,Male,163,56
Frank Murray,57743198611263388,Male,199,56
Frank Phillips,86212201606158379,Female,217,71
Frank Reasoner,85604197010138534,Male,195,46
Frank Rice,45775200311174539,Female,178,87
Frank Roberts,78333194503159205,Female,199,108
Frank Robertson,47841199907202069,Male,209,89
Frank Robles,41856199112313895,Female,215,88
Frank Rodriquez,46656193211172692,Female,183,101
Frank Rodriquez,57906193201055824,Female,153,87
Frank Sanchez,59267200803205817,Female,193,68
Frank Sandoval,26264199105165552,Male,196,117
Frank Sass,32575198706245973,Male,206,99
Frank Seaberry,79126200211122790,Male,206,55
Frank Smith,85964195808025063,Male,188,50
Frank Smith,98405201105241240,Female,150,82
Frank Sollenberger,35646193303074633,Male,217,65
Frank Stapp,49001198909055791,Male,165,52
Frank Stout,81330197212102256,Female,181,66
Frank Suski,83530196508161297,Male,216,116
Frank Swatzell,87229197802127150,Female,211,65
Frank Sweigart,41981195907285809,Male,166,89
Frank Tuliau,55747196812066025,Female,151,57
Frank Vermillion,70180199411048098,Male,186,92
Frank Walke,19115196804222500,Male,212,114
Frank Walke,68527194406138732,Male,182,104
Frank Zanella,88123196502096500,Female,207,55
Frankie Degreenia,20971199903297955,Male,181,100
Frankie Sheck,32105194801201154,Female,201,57
Franklin Cano,70139194409306707,Female,191,103
Franklin Darling,16731194706147855,Male,208,47
Franklin Darling,32223196610053151,Male,211,89
Franklin Hicks,15522201901285810,Female,202,70
Franklin Hicks,84771194508187968,Male,162,68
Franklin Hoch,36163194707249128,Female,211,117
Franklin Kleman,60796194103273637,Male,152,68
Franklin Lunsford,33553194903118712,Male,177,110
Franklyn Wright,68535200907149828,Male,218,92
Fransisca Barden,76223192405216525,Female,211,79
Fransisca Barden,93590199112235579,Male,201,95
Fred Bender,45050198501263183,Female,202,81
Fred Bender,96322193112255207,Female,163,88
Fred Colburn,11717194006036211,Female,157,114
Fred Cole,99653195506052219,Female,193,90
Fred Cole,77086201811199096,Male,193,118
Fred Day,84948195202165164,Male,150,88
Fred Higgins,88928195706032163,Female,201,106
Fred Hoefer,44039197907058457,Female,193,95
Fred Marshall,92553200206236442,Female,200,59
Fred Marshburn,45530200009039086,Female,207,85
Fred Martin,17688195208286494,Female,159,104
Fred Maxwell,13735198902019984,Female,155,115
Fred Moore,94981201411287235,Male,166,71
Fred Moore,42327193207317549,Male,179,75
Fred Savage,38492201012271620,Female,205,102
Fred Smalls,42819197908214247,Male,202,65
Fred Smalls,61444199408104708,Female,177,53
Fred Verch,24682199412097615,Male,189,79
Fred White,87549195207274762,Male,179,46
Fred Wood,25052197207171495,Male,172,56
Fred Woolridge,48591201804085279,Male,184,82
Freda Eubanks,61752196006069347,Female,217,52
Freda Mattson,70939194812083669,Female,177,64
Freda Verdin,38863198507088717,Female,180,93
Freddie Brennan,44562199909088292,Male,216,62
Freddie Gierisch,25903194206146365,Male,151,86
Freddie Gierisch,67369199901176289,Male,181,117
Freddie Hubbard,99534199706164439,Female,163,52
Freddie Hughes,52390195405237207,Male,212,89
Freddie Post,24256195611277062,Male,176,50
Freddie Rhoades,27129198805085955,Male,214,79
Freddie Seggerman,81934195810066531,Male,203,53
Freddie Taylor,56384200612188900,Male,194,70
Freddie Taylor,28825196010105372,Female,162,50
Freddy Morgan,20878197612112241,Male,200,80
Frederic Hart,70514193904097643,Male,201,94
Frederick Adams,44296200404035865,Female,157,82
Frederick Bowman,71499196305182206,Male,171,116
Frederick Cannady,99558200704113549,Male,200,110
Frederick Flicker,99958195712209082,Female,165,108
Frederick Jiles,88388192409063176,Male,154,97
Frederick Kuker,75324197905129685,Male,164,67
Frederick Lair,61658201405167864,Male,214,75
Frederick Lair,71209194702235810,Male,212,109
Frederick Lara,78264197409084905,Female,200,61
Frederick Mcelhaney,69101193904077477,Female,169,53
Frederick Mcelhaney,90904199711189168,Male,186,95
Frederick Mutchler,51087197906084259,Male,158,86
Frederick Neal,29279200712152248,Male,152,94
Frederick Oliver,22912197306174888,Male,169,45
Frederick Ransom,37454196710225065,Male,218,54
Frederick Smith,86039196810087997,Male,185,97
Frederick Smith,19619196202168136,Male,169,109
Fredericka Warren,94374192607163036,Female,177,97
Fredrick Avant,23162196409177372,Female,207,79
Fredrick Phillips,83497193712164956,Male,173,112
Fredrick Wyman,66359195102197536,Female,156,62
Fredrick Wyman,79251196807267323,Male,161,85
Freeman Brown,87280199803134052,Male,186,82
Freida Wilson,38911196305292480,Male,150,52
Freida Wilson,64573196708288334,Male,204,56
Frida Farrington,67079197810283089,Male,202,99
Frieda Mccoy,95814194402127999,Female,174,67
Frieda Pasillas,30314201706297268,Male,154,87
Frieda Pasillas,17648200701104930,Male,161,98
Gabriel Braatz,11497199203074110,Male,170,57
Gabriel Chavez,51854195407024189,Female,168,68
Gabriel Dees,83906199302047862,Female,169,62
Gabriel Harrel,66068197507139226,Male,188,67
Gabriel Jackson,16145195712039412,Female,162,116
Gabriel Oberlin,90767195009269576,Male,171,67
Gabriel Parker,69224192407285258,Male,183,48
Gabriel Toth,49677196607154112,Female,174,115
Gabriela Williams,92917200301186919,Female,160,63
Gabriele Mace,63663192501235192,Female,215,99
Gabriella Ferrufino,47152200111274146,Female,208,91
Gabriella Lopez,42119195101293837,Male,180,63
Gabriella Mcguire,28929201201088755,Female,167,109
Gabrielle Balch,15316193602102812,Female,202,54
Gabrielle Christian,87291200410097794,Female,195,93
Gail Bell,85320195102049329,Male,173,109
Gail Botkin,52985201509097630,Male,188,83
Gail Estes,61245194711261629,Male,159,55
Gail Federico,17291201912237402,Female,215,108
Gail Federico,14570201108287421,Female,188,114
Gail Gray,51998197412236329,Male,183,64
Gail Grimes,43462194510298128,Male,192,50
Gail Matthews,10767201010045409,Male,182,66
Gail Sneed,63829195006067879,Male,154,78
Gail Stommes,36487198702016666,Female,177,73
Gail Thigpen,72126199207091163,Male,205,112
Gale Larrabee,82661192003185150,Female,153,101
Gale Morin,74674201409035527,Male,152,112
Galen Glover,79510199401213505,Male,163,116
Galen Woods,52977200607254537,Female,157,115
Garfield Bartkowiak,39102201906234343,Male,216,107
Garfield Lischak,41030195005157833,Female,183,71
Garnett Roman,90264200205273847,Male,210,76
Garrett Jamison,16785197801282099,Female,196,45
Garrett Jamison,58374200411196551,Male,159,58
Garrett Magallon,71531194204179928,Female,150,118
Garrett Smith,66372200702128864,Female,173,81
Garry Laskin,32725194606044167,Female,205,96
Garry Monachino,21996201610021845,Female,212,118
Garry Powell,49177200005055124,Female,199,66
Gary Allen,20087198705139007,Female,183,98
Gary Alston,79907198805017582,Male,165,62
Gary Avant,40215199611243804,Male,175,101
Gary Blackshear,91291200312084840,Female,186,82
Gary Bliven,46377193112209648,Male,188,104
Gary Bourbon,72400193112315280,Male,202,107
Gary Bourbon,49851196705298960,Male,199,112
Gary Brown,42218193501174751,Female,182,109
Gary Bullock,40097199402157976,Male,156,56
Gary Burch,83819201105156393,Male,194,87
Gary Christophe,70736196403225943,Male,191,89
Gary Colbert,55672198112013212,Male,175,108
Gary Coley,67104199906196497,Male,191,97
Gary Daly,16707195801173850,Female,211,59
Gary Epps,35683195001263206,Male,199,112
Gary Gowers,36094195404019461,Male,180,59
Gary Gowers,15468196709041477,Female,170,46
Gary Green,94391197503176519,Female,171,79
Gary Hart,40287199202193072,Male,212,82
Gary Jean,71840196712158348,Female,213,96
Gary Johnson,98101194509156101,Female,204,59
Gary Jones,96647199905245216,Male,203,67
Gary Jones,85825196107016769,Male,194,115
Gary Knudsen,39103199906022484,Female,167,95
Gary Kyser,45604197711299783,Female,216,45
Gary Lentz,57721196010069904,Female,209,89
Gary Lewis,29736200111227753,Male,194,74
Gary Lewis,48993196207172592,Female,164,84
Gary Longoria,60282195902025971,Female,200,61
Gary Maisenbacher,95957201102187170,Female,198,113
Gary Mavai,71189194909123781,Male,202,77
Gary Mavai,66903193803099359,Male,202,87
Gary Mclean,41131195508176707,Female,154,48
Gary Mclean,32136200908182823,Female,200,118
Gary Moreles,50965200203113173,Male,159,119
Gary Morrison,79522193004118315,Female,152,70
Gary Norris,90789199102277247,Male,190,85
Gary Peterson,34307193504109760,Female,200,86
Gary Planas,83523198302149640,Male,186,88
Gary Price,31336193910016977,Female,157,100
Gary Rainwater,55309192502215452,Male,167,84
Gary Rapoza,96265195009012582,Female,204,48
Gary Reese,33194195504192739,Female,160,64
Gary Renfrow,74681197011098996,Male,202,45
Gary Renzi,48478198106192089,Female,203,115
Gary Robbins,51995201111208786,Female,164,101
Gary Robinson,34958193211289400,Male,218,109
Gary Roorda,28443196611063519,Male,205,119
Gary Roorda,23472195210199885,Male,163,53
Gary Rose,74009192506122990,Male,203,59
Gary Sandoval,28230195803293717,Male,185,74
Gary Seaman,46076199708235072,Female,160,111
Gary Seaman,58321197503125190,Male,156,78
Gary Shamp,13752193306155148,Female,177,54
Gary Shirey,89082194103026714,Male,151,93
Gary Smith,21114193205208778,Female,176,105
Gary Smith,91065193409138264,Female,177,56
Gary Smith,34724196008209654,Female,219,114
Gary Stapleton,99958194509171916,Male,162,81
Gary Strickland,96325193801125179,Male,158,51
Gary Terrell,61535194401272828,Male,160,86
Gary Thompson,16917198208152050,Female,176,61
Gary Tribble,23712200608171175,Male,195,67
Gary Tribble,96481196212143151,Male,162,102
Gary Warren,19428197704152767,Male,199,66
Gary Waters,33544194802155038,Male,161,110
Gary Watson,81810196507011751,Male,154,59
Gary White,14958199002046436,Male,174,70
Gary Woody,12200201911072106,Female,163,69
Gavin Vandeusen,60053197601127202,Female,179,71
Gay Valdez,35278196207275093,Male,206,80
Gaye Anderson,34870200512028094,Male,159,56
Gayla Nichols,12688198507282920,Male,191,114
Gayle Brazier,90590199908111471,Male,195,80
Gayle Brazier,63806200508166822,Female,189,100
Gayle Flippen,81402196104185140,Male,163,95
Gayle Hern,21099201511298594,Male,191,78
Gayle Jordan,92383193105242516,Female,165,91
Gayle Morgan,54518194112218658,Male,164,82
Gayle Morgan,92711195908042185,Male,216,95
Gene Adams,69972196202206896,Male,213,101
Gene Deckman,97928194205278974,Male,153,64
Gene Fern,82456200411043743,Male,204,78
Gene Joiner,19898200308118246,Male,152,100
Gene Matt,54781198308207463,Male,152,79
Gene Melville,28724201610191750,Male,161,52
Gene Raymond,91022196404143917,Male,157,110
Gene Smith,33313193711139146,Female,178,89
Gene Williams,34777194910059792,Female,179,46
Gene Williams,73033193105123399,Female,210,109
Geneva Burke,64339200511196869,Male,158,91
Geneva Burke,55054198405056999,Female,190,119
Geneva Mohr,72131197311287845,Male,201,69
Geneva Parizo,43343195003218648,Female,174,93
Geneva Scheuer,74791197501091837,Female,216,117
Geneva Scheuer,63072200709102512,Female,175,46
Geneva Voll,67726193511069950,Male,198,73
Genevieve Bowling,29999193208172937,Female,185,64
Genevieve Hunt,17619201610131443,Female,218,62
Genevieve Jackson,13190200002067122,Female,178,85
Genevieve Johnson,29705193511147638,Male,171,69
Genevieve Jones,17061198401295798,Female,159,57
Genevieve Martin,79676197703089918,Male,160,103
Genevieve Menefield,83201200703301706,Male,155,97
Geoffrey Kye,29393199410258652,Female,156,104
Geoffrey Little,10478192205293926,Male,208,62
Geoffrey Valentine,28581198301282723,Female,171,57
George Adams,58944194401205648,Female,196,74
George Ayala,74182201204262265,Male,198,68
George Barber,83124196601291374,Male,204,111
George Barnes,71363201506026185,Female,211,50
George Barnes,52960199012245872,Female,213,45
George Beard,55302196410294231,Male,160,66
George Beasley,56465194408287768,Male,173,106
George Beddingfield,20924197002223241,Male,212,73
George Brafman,82974193608232359,Male,177,90
George Brown,72524198706049370,Male,191,54
George Byrne,82061198006093658,Male,211,96
George Byrne,84136200904179160,Female,194,45
George Carrillo,65155194306149221,Male,188,54
George Cassano,85332202005054153,Male,213,89
George Castro,39702201504049269,Female,217,99
George Castro,18451195712125963,Male,194,51
George Cesena,67279195009068413,Female,159,99
George Corbin,63625195706282521,Male,211,69
George Covington,73656193003017947,Male,211,109
George Craft,47427199607015010,Female,168,116
George Crenshaw,91668199211129851,Male,168,54
George Crenshaw,77695193401114825,Male,153,93
George Cropley,15572193910221747,Male,214,107
George Denniston,69979195203115389,Female,186,66
George Dillingham,83000199410247331,Male,178,62
George Duran,59185199604156547,Male,154,99
George Fleming,93786192607274256,Female,206,70
George Gaede,14670199511198281,Male,188,109
George Garcia,94313201910039343,Female,185,79
George Gehl,29084201203093775,Male,176,100
George Hall,89122198510116418,Male,158,79
George Hall,22422194612094738,Male,180,54
George Halyk,98129196206268621,Female,185,112
George Hauser,16346200309102276,Male,189,88
George Hay,82392193304194862,Male,155,73
George Hudson,38981195205274522,Male,218,105
George Hudson,20205192501266676,Male,188,112
George Hutchens,25624198202285528,Female,168,76
George Hutchens,58102200405046325,Female,153,81
George Johnson,72087193709114938,Male,153,66
George Jones,23472201702283049,Female,184,68
George Jordan,56907198008307841,Female,161,115
George Judd,78106201808146049,Male,180,57
George Maxwell,55524198312231014,Female,164,106
George Miller,62366198106129710,Female,189,92
George Miller,91322196405148606,Male,178,74
George Muir,31781194310112415,Female,178,67
George Muir,62254193704152442,Male,194,78
George Paine,84455197903245657,Female,192,98
George Pavone,46856199901252264,Male,173,75
George Peterson,54244195008235609,Female,162,101
George Pham,71923200502238406,Female,204,108
George Phillips,55679202003199840,Female,160,107
George Porter,64391192906275487,Male,150,90
George Ragland,70792195511281456,Female,173,48
George Riddick,53313194502288416,Male,182,53
George Riley,29188195607123073,Female,177,99
George Rister,83642199506302049,Female,155,98
George Rust,87397200110052164,Female,171,103
George Rust,23136192406209736,Male,191,91
George Schmidt,61821198901245955,Male,212,96
George Severy,32917195911163609,Female,174,110
George Shelton,46421199007192972,Female,160,88
George Sherman,90289194603159362,Male,217,63
George Smallwood,32620194704019239,Male,160,94
George Sokol,23586198402212740,Female,171,114
George Urreta,42369192106066819,Female,173,95
George Vasquez,35670195709182859,Female,162,82
George Wallace,47114198301251420,Female,167,95
George Walters,11874195611029859,Male,208,48
George Waterer,97362201009049629,Male,158,56
George White,31350200610126785,Female,185,102
George White,72464200906102923,Female,198,113
George Whittenbeck,76898196310128630,Male,175,54
George Wimberly,50833197706264752,Female,151,73
George Yann,46639201702085367,Female,215,50
George Yann,52171196712185798,Male,157,58
George Ziemba,43620200203313487,Female,197,94
Georgeann Richie,28085194605266925,Female,167,104
Georgeann Richie,39976195005136711,Male,184,66
Georgeanna Granville,79375198201293163,Female,190,79
Georgeanna Granville,11730200903317956,Male,204,85
Georgette Fitzgibbon,58317201507255458,Female,209,79
Georgia Balder,91069194801181001,Male,193,66
Georgia Bernard,28272196308303938,Female,211,47
Georgia Brownlee,39346197010313622,Male,175,107
Georgia Dingle,83739197308067651,Female,170,116
Georgia Jorgensen,61267197606033591,Male,197,109
Georgia Jorgensen,57695196801218449,Male,191,101
Georgia Mccombs,29058197106206342,Male,195,75
Gerald Alicea,69704199412212472,Male,197,91
Gerald Bejaran,35706194601027749,Female,158,66
Gerald Cash,34439196807127281,Female,165,111
Gerald Douds,26430198605266143,Female,160,50
Gerald Duffy,58552197202139660,Female,211,67
Gerald Freeman,45751200310057948,Female,177,45
Gerald Fuss,68697193707192495,Female,179,70
Gerald Gore,40578193004198861,Male,215,81
Gerald Grey,76141195601193547,Male,205,60
Gerald Heuer,86349193009283773,Male,189,56
Gerald Kozak,67004194611048562,Male,193,78
Gerald Kozak,37031193706093614,Female,186,63
Gerald Kruger,71433194108048344,Female,161,105
Gerald Lane,39827196002053582,Male,204,70
Gerald Lane,36527197003016929,Female,155,47
Gerald Mccaffrey,75788200512031833,Female,159,94
Gerald Nieves,29258200705021002,Male,199,69
Gerald Patterson,72450194302176251,Male,171,79
Gerald Peters,50108201701237878,Female,200,81
Gerald Rice,41608199609163384,Male,215,47
Gerald Rivera,37014198004041150,Male,203,77
Gerald Rivera,10684192510285107,Female,185,77
Gerald Rollins,10595197707133098,Male,216,102
Gerald Scrabeck,42607197801106579,Female,214,95
Gerald Sheldon,10221198706256632,Male,166,68
Gerald Stinson,80691201308112433,Male,189,114
Gerald Walton,45973200803127000,Female,162,63
Gerald Washinski,28802196312195783,Female,168,55
Gerald Weiss,10282193908173157,Male,180,115
Geraldine Ballard,93761195805204554,Male,173,48
Geraldine Calloway,58916194111212032,Female,212,106
Geraldine Evans,87522194901078199,Female,204,91
Geraldine Lawrence,55865198208178995,Male,193,59
Geraldine Martin,42840193103066694,Male,204,111
Geraldine Payne,66534194602227706,Male,204,108
Geraldine Payne,77648196309089054,Female,151,92
Geraldine Vargas,50832194907106680,Female,181,114
Geraldine Virgilio,72590201401045901,Female,155,55
Geraldine Virgilio,16477200010218718,Male,177,88
Gerard Beasley,23816200703014737,Female,190,76
Gerard Gillenwaters,31783198102075057,Female,162,69
Gerard Scott,67892201808126819,Male,180,110
Gerard Transue,64210198811237116,Female,169,107
Gerardo Ross,31595198312057032,Female,188,48
Geri Keener,61191200712081074,Male,159,103
Germaine Fraise,37491195802288335,Female,152,62
Gerri Williams,57730194710226149,Female,198,80
Gerry Burke,49403200811288766,Male,195,55
Gerry Griffin,56762198407015079,Female,160,49
Gerry Look,97206192503235805,Female,178,55
Gertie Mullen,34574199709144530,Male,165,81
Gertie Walker,48982196906087190,Female,153,94
Gertie Walker,10791199802264843,Male,181,54
Gertrude Blackwell,86560196102241498,Male,217,102
Gertrude Blackwell,70706197306163910,Female,187,79
Gertrude Caudle,21763194011111596,Male,169,50
Gertrude Davis,33953195004213905,Female,205,55
Gertrude Ellinwood,78819198606288154,Female,180,67
Gertrude Fowler,58303193601201720,Male,197,47
Gertrude Gragg,48644199902059426,Male,219,86
Gertrude Green,34774199306252489,Female,183,84
Gertrude Landry,52578198006013655,Male,182,49
Gertrude Meadows,56462200002135941,Male,217,45
Gertrude Rivero,88524198009217087,Female,201,104
Gertrude Schroder,47453197502117803,Female,158,92
Gertrude Swartout,48947198508112748,Female,156,113
Gertrude Wax,31665200906089938,Female,182,84
Gertrude Withrow,45881197705315751,Male,214,86
Gianna French,79665193008246901,Female,163,95
Gilbert Hoefling,18676197911282036,Male,152,89
Gilbert Murphy,64357198109107543,Male,213,64
Gilbert Zadow,50906194304282279,Female,152,93
Gilberto Amabile,67890198503181944,Male,206,101
Gilberto Haitz,47257194001267866,Male,214,90
Gilda Thompson,70292195109163839,Female,215,79
Gillian Moody,77293199911303154,Female,169,107
Gina Douglas,27310198304285593,Male,215,115
Gina Hinsley,35510193310223660,Male,172,77
Gina Moody,24511201409104691,Male,181,92
Gina Razor,84754199208212419,Female,208,57
Gina Sanders,84049193703063556,Female,214,93
Gina Shell,42180201106162553,Male,173,92
Gina Shell,31797196102281205,Female,196,109
Gina Shelman,24895194612043064,Female,194,61
Gina Simonson,98817196209169029,Female,206,97
Gina Tapia,43582200606179555,Male,180,73
Gina Wessner,98229195511301847,Male,154,57
Gina Wessner,28643195406011998,Female,203,111
Gina Wheeler,69640193201029874,Male,159,58
Ginger Glowacky,37046196004083086,Male,176,79
Ginger Hill,38770194601221669,Male,197,73
Ginger Hill,91691192609127467,Male,176,55
Ginger Wells,13926195802151334,Female,155,94
Ginny Smith,48254196508073448,Male,192,106
Giovanna Cummings,78140199011047047,Female,163,112
Giovanni Shay,99474201408034776,Male,206,50
Gita Royals,56376194108147436,Female,208,74
Gita Royals,68096201805319345,Male,193,93
Giuseppe Burns,53767196205013472,Male,164,106
Gladys Baker,23104194008228032,Male,191,76
Gladys Birnbaum,59735201203105310,Male,150,72
Gladys Brannon,67613199211083828,Male,159,75
Gladys Brown,81873200001173947,Female,159,61
Gladys Brown,48512196703057390,Male,205,115
Gladys Chee,17386201306221632,Male,211,76
Gladys Chee,72373201607266752,Female,210,55
Gladys Ciaburri,28786200101276766,Male,194,92
Gladys Fernandez,92207196008283244,Female,213,84
Gladys Jones,32565197810049029,Male,162,102
Gladys Lang,73466200106106000,Female,210,59
Gladys Lewis,62685192106073111,Male,152,59
Gladys Muniz,29445197301072990,Male,200,64
Gladys Pinkleton,40385201511044305,Male,208,99
Gladys Webster,65536198101193022,Female,196,59
Gladys Young,45099195203286039,Female,203,61
Glen Black,68879199209251689,Male,173,104
Glen Newberry,62644196007275168,Male,170,79
Glen Newberry,56748198412087893,Female,176,51
Glen Newman,24652196401242001,Male,161,95
Glen Rouse,94735195810174692,Female,153,60
Glen Sola,36628195810016758,Female,151,108
Glen Sola,26337198508198288,Female,177,61
Glen Steffen,85293201709132234,Male,179,55
Glen Winn,25409199805265505,Male,155,101
Glenda Beard,35666194410065927,Male,190,117
Glenda Gordon,14077201808197734,Female,173,57
Glenda Hunter,77605200908209004,Female,211,112
Glenda Provost,24295193002247612,Male,189,78
Glenda Provost,20015194208149560,Male,153,84
Glenda Reed,52999199003239832,Male,196,81
Glenda Roberts,86163197704075267,Male,182,65
Glenda Roberts,41039194207054948,Female,174,45
Glenda Schaffer,58012200603279820,Female,167,64
Glenda Spickard,63875199407305776,Male,154,51
Glenda Touchstone,89782196806198689,Male,217,108
Glenda Touchstone,85771195309285356,Male,211,66
